#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_2393	7347	7	N	N	1	*	*,2393,*
contig_6794	7345	4	N	N	1	*	*,6794,*
contig_3736	7343	4	N	N	1	*	*,3736,*
contig_6171	7342	13	N	N	1	*	*,6171,*
contig_6705	7342	4	N	N	1	*	*,6705,*
contig_53	7339	11	N	N	2	*	*,53,*
contig_219	7331	5	N	N	1	*	*,219,*
contig_7301	7328	16	N	N	2	*	*,7301,*
contig_2038	7327	10	N	N	2	*	*,2038,*
contig_6078	7324	6	N	N	1	*	*,6078,*
contig_6175	7324	3	N	N	1	*	*,6175,*
contig_7919	7322	5	N	N	1	*	*,7919,*
contig_1997	7321	13	N	N	1	*	*,1997,*
contig_80	7319	6	N	N	1	*	*,80,*
contig_5719	7311	20	N	N	5	*	*,5719,*
contig_7978	7309	20	N	N	2	*	*,7978,*
contig_1055	7306	5	N	N	1	*	*,1055,*
contig_929	7304	17	N	N	1	*	*,929,*
contig_7267	7299	5	N	N	1	*	*,7267,*
contig_1405	7296	6	N	N	1	*	*,1405,*
contig_4078	7296	10	N	N	1	*	*,4078,*
contig_6380	7295	5	N	N	1	*	*,6380,*
contig_7898	7295	11	N	N	2	*	*,7898,*
contig_1036	7293	8	N	N	1	*	*,1036,*
contig_5233	7292	12	N	N	3	*	*,5233,*
contig_5274	7292	6	N	N	1	*	*,5274,*
contig_6144	7286	4	N	N	1	*	*,6144,*
contig_7647	7285	13	N	N	1	*	*,7647,*
contig_5229	7283	5	N	N	1	*	*,5229,*
contig_6012	7281	11	N	N	1	*	*,6012,*
contig_2684	7280	5	N	N	1	*	*,2684,*
contig_2076	7279	3	N	N	1	*	*,2076,*
contig_1664	7275	9	N	N	1	*	*,1664,*
contig_4446	7274	5	N	N	1	*	*,4446,*
contig_197	7272	18	N	N	1	*	*,-2728,197
contig_2548	7272	4	N	N	1	*	*,2548,*
contig_5749	7271	6	N	N	1	*	*,5749,*
contig_6300	7270	8	N	N	1	*	*,6300,*
contig_6586	7268	6	N	N	1	*	*,6586,*
contig_7181	7266	10	N	N	2	*	*,7181,*
contig_6106	7265	15	N	N	2	*	*,6106,*
contig_5324	7263	10	N	N	2	*	*,5324,*
contig_7268	7262	4	N	N	1	*	*,7268,*
contig_2978	7260	8	N	N	2	*	*,2978,*
contig_7721	7254	15	N	N	1	*	*,7721,*
contig_3194	7251	4	N	N	1	*	*,3194,*
contig_5381	7251	16	N	N	2	*	*,5381,*
contig_5822	7248	5	N	N	1	*	*,5822,*
contig_6935	7244	4	N	N	1	*	*,6935,*
contig_2014	7243	10	N	N	1	*	*,2014,*
contig_6792	7241	5	N	N	1	*	*,6792,*
contig_6887	7240	12	N	N	1	*	*,6887,*
contig_6831	7234	12	N	N	1	*	*,6831,*
contig_1211	7231	3	N	N	1	*	*,1211,*
contig_5581	7230	6	N	N	1	*	*,5581,*
contig_1328	7226	6	N	N	1	*	*,1328,*
contig_174	7225	19	N	N	1	*	-3085,174,178
contig_7214	7225	4	N	N	1	*	*,7214,*
contig_5568	7224	7	N	N	1	*	*,5568,*
contig_228	7222	17	N	N	1	*	*,228,*
contig_6663	7222	3	N	N	1	*	*,6663,*
contig_5460	7215	7	N	N	1	*	*,5460,*
contig_7468	7214	5	N	N	1	*	*,7468,*
contig_386	7212	11	N	N	1	*	*,386,*
contig_1265	7210	11	N	N	2	*	*,1265,*
contig_3604	7210	5	N	N	1	*	*,3604,*
contig_7850	7210	30	N	N	5	*	*,7850,*
contig_6547	7205	11	N	N	2	*	*,6547,*
contig_3591	7204	9	N	N	2	*	*,3591,*
contig_5298	7203	7	N	N	1	*	*,5298,*
contig_7156	7202	11	N	N	2	*	*,7156,*
contig_4607	7194	15	N	N	1	*	*,4607,*
contig_804	7190	5	N	N	1	*	*,804,*
contig_3846	7188	16	N	N	2	*	*,3846,*
contig_4987	7188	12	N	N	2	*	*,4987,*
contig_8138	7188	15	N	N	2	*	*,8138,*
contig_2557	7187	35	N	N	1	*	*,2555,2555,2557,-3448
contig_1717	7184	26	N	N	3	*	*,1717,*
contig_4001	7182	3	N	N	1	*	*,4001,*
contig_3080	7179	14	N	N	3	*	*,3080,*
contig_6923	7175	4	N	N	1	*	*,6923,*
contig_1143	7172	3	N	N	1	*	*,1143,*
contig_1148	7172	4	N	N	1	*	*,1148,*
contig_2350	7166	8	N	N	1	*	*,2350,*
contig_5067	7163	12	N	N	1	*	*,5067,*
contig_1117	7155	3	N	N	1	*	*,1117,*
contig_5430	7154	4	N	N	1	*	*,5430,*
contig_2677	7153	4	N	N	1	*	*,2677,*
contig_4643	7149	4	N	N	1	*	*,4643,*
contig_5494	7145	5	N	N	1	*	*,5494,*
contig_2495	7143	5	N	N	1	*	*,2495,*
contig_495	7138	8	N	N	2	*	*,495,*
contig_6946	7133	16	N	N	1	*	*,6946,*
contig_7353	7131	9	N	N	2	*	*,7353,*
contig_3038	7123	17	N	N	1	*	*,3038,*
contig_1230	7121	5	N	N	1	*	*,1230,*
contig_5072	7120	5	N	N	1	*	*,5072,*
contig_4950	7119	6	N	N	1	*	*,4950,*
contig_7035	7113	5	N	N	1	*	*,7035,*
contig_5140	7111	10	N	N	1	*	*,5140,*
contig_1583	7109	10	N	N	2	*	*,1583,*
contig_5867	7108	4	N	N	1	*	*,5867,*
contig_4193	7105	14	N	N	1	*	*,4193,*
contig_4259	7104	7	N	N	1	*	*,4259,*
contig_5500	7104	17	N	N	1	*	*,5500,*
contig_7137	7101	10	N	N	2	*	*,7137,*
contig_5908	7095	12	N	N	1	*	*,5908,*
contig_4394	7093	12	N	N	1	*	*,4394,*
contig_4	7092	15	N	N	1	*	*,4,*
contig_5962	7092	18	N	N	1	*	*,5962,*
contig_633	7085	8	N	N	1	*	*,633,*
contig_6992	7085	16	N	N	2	*	*,6992,*
contig_5300	7084	11	N	N	1	*	*,5300,*
contig_7494	7081	14	N	N	1	*	*,7494,*
contig_877	7080	5	N	N	1	*	*,877,*
contig_6601	7078	6	N	N	1	*	*,6601,*
contig_3123	7076	4	N	N	1	*	*,3123,*
contig_5647	7076	4	N	N	1	*	*,5647,*
contig_1053	7075	9	N	N	1	*	*,1053,*
contig_2231	7069	3	N	N	1	*	*,2231,*
contig_6395	7068	4	N	N	1	*	*,6395,*
contig_6647	7067	13	N	N	1	*	*,6647,*
contig_3754	7066	6	N	N	1	*	*,3754,*
contig_3167	7060	9	N	N	1	*	*,3167,*
contig_7552	7060	5	N	N	1	*	*,7552,*
contig_4565	7058	16	N	N	3	*	*,4565,*
contig_7510	7057	14	N	N	2	*	*,7510,*
contig_7168	7053	10	N	N	1	*	*,7168,*
contig_3619	7051	13	N	N	1	*	*,3619,*
contig_787	7048	8	N	N	2	*	*,787,*
contig_2880	7041	10	N	N	1	*	*,2880,*
contig_4599	7041	5	N	N	1	*	*,4599,*
contig_235	7038	9	N	N	1	*	*,235,*
contig_7251	7035	12	N	N	1	*	*,7251,*
contig_7329	7032	5	N	N	1	*	*,7329,*
contig_249	7027	4	N	N	1	*	*,249,*
contig_5390	7027	6	N	N	1	*	*,5390,*
contig_685	7025	21	N	N	4	*	*,685,*
contig_7703	7024	11	N	N	2	*	*,7703,*
contig_1677	7020	15	N	N	2	*	*,1677,*
contig_3449	7019	22	N	N	2	*	*,3449,*
contig_2806	7012	24	N	N	1	*	*,2806,*
contig_7240	7011	13	N	N	2	*	*,7240,*
contig_3996	7008	5	N	N	1	*	*,3996,*
contig_257	7007	4	N	N	1	*	*,257,*
contig_7194	7007	3	N	N	1	*	*,7194,*
contig_7837	7006	15	N	N	1	*	*,7837,*
contig_6552	7004	9	N	N	2	*	*,6552,*
contig_665	7003	5	N	N	1	*	*,665,*
contig_6435	7002	10	N	N	2	*	*,6435,*
contig_683	7001	3	N	N	1	*	*,683,*
contig_7411	7000	14	N	N	1	*	*,7411,*
contig_3745	6998	33	N	Y	1	*	3745
contig_483	6993	6	N	N	1	*	*,483,*
contig_6059	6993	9	N	N	1	*	*,6059,*
contig_4166	6992	12	N	N	2	*	*,4166,*
contig_3471	6990	4	N	N	1	*	*,3471,*
contig_6727	6987	13	N	N	1	*	*,6727,*
contig_7689	6984	47	N	N	1	*	*,7689,*
contig_5936	6982	16	N	N	1	*	*,5936,*
contig_2484	6978	4	N	N	1	*	*,2484,*
contig_6993	6973	6	N	N	1	*	*,6993,*
contig_6890	6969	3	N	N	1	*	*,6890,*
contig_822	6967	5	N	N	1	*	*,822,*
contig_5105	6961	9	N	N	2	*	*,5105,*
contig_7062	6961	5	N	N	1	*	*,7062,*
contig_2413	6958	18	N	N	1	*	*,2413,*
contig_3501	6957	5	N	N	1	*	*,3501,*
contig_2640	6950	5	N	N	1	*	*,2640,*
contig_6999	6950	6	N	N	1	*	*,6999,*
contig_6240	6946	4	N	N	1	*	*,6240,*
contig_5617	6943	4	N	N	1	*	*,5617,*
contig_7341	6942	5	N	N	1	*	*,7341,*
contig_6090	6941	5	N	N	1	*	*,6090,*
contig_5779	6939	3	N	N	1	*	*,5779,*
contig_354	6937	10	N	N	2	*	*,354,*
contig_7648	6932	11	N	N	1	*	*,7648,*
contig_2742	6930	7	N	N	1	*	*,2742,*
contig_4916	6928	16	N	N	2	*	*,4916,*
contig_4133	6924	12	N	N	1	*	*,4133,*
contig_6192	6924	3	N	N	1	*	*,6192,*
contig_6849	6923	13	N	N	1	*	*,6849,*
contig_8139	6919	10	N	N	1	*	*,8139,*
contig_4642	6916	6	N	N	1	*	*,4642,*
contig_416	6913	9	N	N	1	*	*,416,*
contig_4476	6912	4	N	N	1	*	*,4476,*
contig_1050	6911	6	N	N	1	*	*,1050,*
contig_2239	6911	7	N	N	1	*	*,2239,*
contig_6866	6906	20	N	N	5	*	*,6866,*
contig_144	6905	13	N	N	2	*	*,144,*
contig_3852	6903	5	N	N	1	*	*,3852,*
contig_7153	6900	17	N	N	3	*	*,7153,*
contig_5431	6899	5	N	N	1	*	*,5431,*
contig_5100	6895	4	N	N	1	*	*,5100,*
contig_1160	6887	4	N	N	1	*	*,1160,*
contig_2203	6882	16	N	N	2	*	*,2203,*
contig_7182	6881	7	N	N	1	*	*,7182,*
contig_6111	6880	4	N	N	1	*	*,6111,*
contig_8013	6871	15	N	N	2	*	*,8013,*
contig_5372	6870	5	N	N	1	*	*,5372,*
contig_2949	6869	10	N	N	2	*	*,2949,*
contig_3296	6869	7	N	N	1	*	*,3296,*
contig_1707	6867	11	N	N	1	*	*,1707,*
contig_965	6866	4	N	N	1	*	*,965,*
contig_2402	6865	5	N	N	1	*	*,2402,*
contig_6721	6856	4	N	N	1	*	*,6721,*
contig_6008	6855	3	N	N	1	*	*,6008,*
contig_3144	6854	6	N	N	1	*	*,3144,*
contig_6679	6854	3	N	N	1	*	*,6679,*
contig_287	6849	5	N	N	1	*	*,287,*
contig_3057	6849	13	N	N	1	*	*,3057,*
contig_6918	6843	5	N	N	1	*	*,6918,*
contig_1556	6841	3	N	N	1	*	*,1556,*
contig_6660	6841	3	N	N	1	*	*,6660,*
contig_7867	6840	4	N	N	1	*	*,7867,*
contig_8108	6840	16	N	N	2	*	*,8108,*
contig_5950	6836	8	N	N	1	*	*,5950,*
contig_6922	6833	16	N	N	1	*	*,6922,*
contig_5889	6831	6	N	N	1	*	*,5889,*
contig_2011	6826	4	N	N	1	*	*,2011,*
contig_814	6826	7	N	N	1	*	*,814,*
contig_3886	6825	11	N	N	2	*	*,3886,*
contig_7930	6825	9	N	N	1	*	*,7930,*
contig_3235	6819	7	N	N	1	*	*,3235,*
contig_4592	6817	3	N	N	1	*	*,4592,*
contig_5151	6817	10	N	N	1	*	*,5151,*
contig_1728	6807	14	N	N	2	*	*,1728,*
contig_5280	6806	10	N	N	2	*	*,5280,*
contig_5674	6802	10	N	N	2	*	*,5674,*
contig_2941	6801	18	N	N	2	*	*,2941,*
contig_1305	6800	12	N	N	2	*	*,1305,*
contig_481	6799	12	N	N	2	*	*,481,*
contig_5539	6799	7	N	N	1	*	*,5539,*
contig_4907	6798	8	N	N	2	*	*,4907,*
contig_5273	6798	7	N	N	1	*	*,5273,*
contig_5692	6798	5	N	N	1	*	*,5692,*
contig_7133	6797	5	N	N	1	*	*,7133,*
contig_754	6791	5	N	N	1	*	*,754,*
contig_3324	6786	4	N	N	1	*	*,3324,*
contig_1729	6785	17	N	N	4	*	*,1729,*
contig_2654	6785	6	N	N	1	*	*,2654,*
contig_4769	6784	7	N	N	1	*	*,4769,*
contig_1603	6777	6	N	N	1	*	*,1603,*
contig_4215	6777	11	N	N	1	*	*,4215,*
contig_43	6776	30	N	N	5	*	36,36,36,36,36,36,36,36,36,43,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
contig_6202	6765	12	N	N	1	*	*,6202,*
contig_2373	6764	5	N	N	1	*	*,2373,*
contig_5957	6764	14	N	N	3	*	*,5957,*
contig_7951	6757	16	N	N	2	*	*,7951,*
contig_2494	6754	20	N	N	2	*	*,2494,*
contig_1898	6752	23	N	N	5	*	*,1898,*
contig_1751	6750	12	N	N	3	*	*,1751,*
contig_1513	6745	5	N	N	1	*	*,1513,*
contig_1607	6745	12	N	N	2	*	*,1607,*
contig_2196	6745	17	N	N	1	*	-2198,-2195,2196
contig_2138	6742	8	N	N	2	*	*,2138,*
contig_3485	6742	4	N	N	1	*	*,3485,*
contig_3721	6742	6	N	N	1	*	*,3721,*
contig_1196	6741	11	N	N	1	*	*,1196,*
contig_3451	6741	13	N	N	1	*	*,3451,*
contig_1194	6735	7	N	N	1	*	*,1194,*
contig_7751	6727	17	N	N	4	*	*,7751,*
contig_2111	6726	10	N	N	2	*	*,2111,*
contig_6386	6720	5	N	N	1	*	*,6386,*
contig_7092	6719	20	N	N	4	*	*,7092,*
contig_969	6716	17	N	N	1	*	*,969,*
contig_6751	6714	5	N	N	1	*	*,6751,*
contig_7609	6714	10	N	N	2	*	*,7609,*
contig_3106	6712	4	N	N	1	*	*,3106,*
contig_7864	6712	21	N	N	4	*	*,7864,*
contig_2113	6707	10	N	N	2	*	*,2113,*
contig_1020	6706	14	N	N	1	*	*,1020,*
contig_5221	6703	6	N	N	1	*	*,5221,*
contig_4436	6700	4	N	N	1	*	*,4436,*
contig_3078	6699	7	N	N	1	*	*,3078,*
contig_7969	6697	7	N	N	1	*	*,7969,*
contig_5379	6693	13	N	N	3	*	*,5379,*
contig_528	6687	3	N	N	1	*	*,528,*
contig_4170	6686	10	N	N	2	*	*,4170,*
contig_4109	6682	12	N	N	3	*	*,4109,*
contig_6540	6682	5	N	N	1	*	*,6540,*
contig_769	6679	10	N	N	2	*	*,769,*
contig_1030	6678	6	N	N	1	*	*,1030,*
contig_5985	6677	5	N	N	1	*	*,5985,*
contig_3701	6676	3	N	N	1	*	*,3701,*
contig_2230	6675	9	N	N	2	*	*,2230,*
contig_6734	6674	7	N	N	1	*	*,6734,*
contig_6440	6673	10	N	N	2	*	*,6440,*
contig_4920	6670	5	N	N	1	*	*,4920,*
contig_2043	6665	6	N	N	1	*	*,2043,*
contig_3520	6663	4	N	N	1	*	*,3520,*
contig_6483	6663	8	N	N	2	*	*,6483,*
contig_1477	6661	5	N	N	1	*	*,1477,*
contig_2690	6660	6	N	N	1	*	*,2690,*
contig_6819	6660	4	N	N	1	*	*,6819,*
contig_5395	6658	9	N	N	1	*	*,5395,*
contig_890	6658	14	N	N	1	*	*,890,*
contig_3717	6656	9	N	N	2	*	*,3717,*
contig_7921	6655	20	N	N	4	*	*,7921,*
contig_3876	6653	13	N	N	1	*	*,3876,*
contig_5290	6652	12	N	N	1	*	*,5290,*
contig_8100	6651	14	N	N	2	*	*,8100,*
contig_1436	6650	9	N	N	2	*	*,1436,*
contig_5989	6650	4	N	N	1	*	*,5989,*
contig_716	6649	11	N	N	1	*	*,716,*
contig_5426	6648	16	N	N	2	*	*,5426,*
contig_3624	6646	6	N	N	1	*	*,3624,*
contig_3241	6643	7	N	N	1	*	*,3241,*
contig_3582	6643	19	N	N	3	*	*,3582,*
contig_4577	6643	9	N	N	2	*	*,4577,*
contig_2069	6642	11	N	N	2	*	*,2069,*
contig_6284	6637	5	N	N	1	*	*,6284,*
contig_1138	6636	10	N	N	1	*	*,1138,*
contig_5144	6635	5	N	N	1	*	*,5144,*
contig_738	6635	6	N	N	1	*	*,738,*
contig_7296	6632	6	N	N	1	*	*,7296,*
contig_7612	6632	6	N	N	1	*	*,7612,*
contig_2261	6631	13	N	N	3	*	*,2261,*
contig_2992	6631	5	N	N	1	*	*,2992,*
contig_859	6631	5	N	N	1	*	*,859,*
contig_1704	6629	5	N	N	1	*	*,1704,*
contig_5103	6624	6	N	N	1	*	*,5103,*
contig_364	6623	14	N	N	2	*	*,364,*
contig_1649	6620	10	N	N	2	*	*,1649,*
contig_2179	6616	11	N	N	1	*	*,2179,*
contig_5906	6613	8	N	N	1	*	*,5906,*
contig_4406	6612	5	N	N	1	*	*,4406,*
contig_1715	6609	5	N	N	1	*	*,1715,*
contig_679	6607	3	N	N	1	*	*,679,*
contig_4218	6606	7	N	N	1	*	*,4218,*
contig_4383	6605	9	N	N	2	*	*,4383,*
contig_6365	6605	8	N	N	1	*	*,6365,*
contig_3040	6603	25	N	N	5	*	*,3040,*
contig_6954	6601	10	N	N	2	*	*,6954,*
contig_260	6598	6	N	N	1	*	*,260,*
contig_5181	6598	15	N	N	1	*	*,5181,*
contig_6587	6598	5	N	N	1	*	*,6587,*
contig_7027	6597	9	N	N	1	*	*,7027,*
contig_2293	6596	14	N	N	2	*	*,2293,*
contig_6129	6591	5	N	N	1	*	*,6129,*
contig_6001	6587	4	N	N	1	*	*,6001,*
contig_3544	6586	9	N	N	2	*	*,3544,*
contig_5517	6584	14	N	N	2	*	*,5517,*
contig_7095	6581	7	N	N	1	*	*,7095,*
contig_6115	6580	7	N	N	1	*	*,6115,*
contig_5917	6579	17	N	N	1	*	*,5917,*
contig_8044	6578	20	N	N	2	*	*,8044,*
contig_7614	6572	4	N	N	1	*	*,7614,*
contig_7700	6571	11	N	N	1	*	*,7700,*
contig_3513	6568	10	N	N	2	*	*,3513,*
contig_7205	6567	4	N	N	1	*	*,7205,*
contig_3915	6563	6	N	N	1	*	*,3915,*
contig_5013	6563	4	N	N	1	*	*,5013,*
contig_7352	6562	21	N	N	4	*	*,7352,*
contig_3026	6561	7	N	N	1	*	*,3026,*
contig_1574	6549	8	N	N	2	*	*,1574,*
contig_5501	6548	8	N	N	2	*	*,5501,*
contig_7659	6544	6	N	N	1	*	*,7659,*
contig_7979	6539	15	N	N	1	*	*,7979,*
contig_1076	6538	14	N	N	2	*	-1075,1076,-3197,*
contig_274	6537	5	N	N	1	*	*,274,*
contig_3566	6537	5	N	N	1	*	*,3566,*
contig_7106	6536	7	N	N	1	*	*,7106,*
contig_959	6535	16	N	N	2	*	*,958,959,-958,*
contig_5840	6533	8	N	N	2	*	*,5840,*
contig_5637	6532	4	N	N	1	*	*,5637,*
contig_5314	6530	5	N	N	1	*	*,5314,*
contig_6541	6530	12	N	N	2	*	*,6541,*
contig_7433	6528	5	Y	N	1	*	7433
contig_4411	6527	8	N	N	1	*	*,4411,*
contig_89	6527	17	N	N	2	*	*,89,*
contig_2241	6520	6	N	N	1	*	*,2241,*
contig_7845	6520	6	N	N	1	*	*,7845,*
contig_2106	6519	3	N	N	1	*	*,2106,*
contig_2030	6518	74	Y	N	2	*	2030
contig_5491	6517	6	N	N	1	*	*,5491,*
contig_5020	6508	15	N	N	2	*	*,5020,*
contig_7171	6507	10	N	N	2	*	*,7171,*
contig_5262	6506	7	N	N	1	*	*,5262,*
contig_6164	6502	4	N	N	1	*	*,6164,*
contig_4167	6500	4	N	N	1	*	*,4167,*
contig_6471	6500	3	N	N	1	*	*,6471,*
contig_7100	6497	5	N	N	1	*	*,7100,*
contig_7846	6492	13	N	N	2	*	*,7846,*
contig_6569	6490	6	N	N	1	*	*,6569,*
contig_3610	6489	3	N	N	1	*	*,3610,*
contig_6303	6489	12	N	N	1	*	*,6303,*
contig_1466	6488	12	N	N	2	*	*,1466,*
contig_392	6487	3	N	N	1	*	*,392,*
contig_6125	6487	8	N	N	1	*	*,6125,*
contig_7475	6487	19	N	N	4	*	*,7475,*
contig_5608	6484	5	N	N	1	*	*,5608,*
contig_3427	6481	14	N	N	2	*	*,3427,*
contig_1746	6480	13	N	N	2	*	*,1746,*
contig_5237	6474	5	N	N	1	*	*,5237,*
contig_6288	6474	15	Y	N	1	*	6288
contig_4875	6466	5	N	N	1	*	*,4875,*
contig_7295	6465	11	N	N	2	*	*,7295,*
contig_968	6464	4	N	N	1	*	*,968,*
contig_7389	6460	4	N	N	1	*	*,7389,*
contig_1414	6458	51	N	N	2	*	*,-1407,-1406,-1408,1414,1408,1406,1407,*
contig_1779	6456	22	N	N	2	*	*,1779,*
contig_2243	6456	3	N	N	1	*	*,2243,*
contig_6450	6449	13	N	N	1	*	*,6450,*
contig_3208	6445	4	N	N	1	*	*,3208,*
contig_4972	6437	12	N	N	1	*	*,4972,*
contig_7118	6437	26	N	N	6	*	*,7118,*
contig_6351	6434	4	N	N	1	*	*,6351,*
contig_3267	6431	3	N	N	1	*	*,3267,*
contig_2298	6430	3	N	N	1	*	*,2298,*
contig_7256	6427	7	N	N	1	*	*,7256,*
contig_126	6425	9	N	N	2	*	*,126,*
contig_8105	6425	6	N	N	1	*	*,8105,*
contig_2846	6421	6	N	N	1	*	*,2846,*
contig_1313	6420	20	N	N	5	*	*,1313,*
contig_6037	6417	16	N	N	1	*	*,6037,*
contig_233	6415	29	N	N	1	*	*,233,*
contig_2477	6415	8	N	N	2	*	*,2477,*
contig_469	6414	17	N	N	4	*	*,469,*
contig_1461	6411	3	N	N	1	*	*,1461,*
contig_3238	6411	12	N	N	3	*	*,3238,*
contig_1951	6410	12	N	N	1	*	*,1951,*
contig_5444	6410	5	N	N	1	*	*,5444,*
contig_4915	6407	12	N	N	2	*	*,4915,*
contig_1907	6403	4	N	N	1	*	*,1907,*
contig_2653	6402	4	N	N	1	*	*,2653,*
contig_3384	6402	12	N	N	1	*	*,3384,*
contig_5667	6400	10	N	N	2	*	*,5667,*
contig_922	6400	10	N	N	2	*	*,922,*
contig_6986	6399	14	N	N	2	*	*,6986,*
contig_1105	6398	22	N	N	2	*	*,1105,*
contig_3779	6398	4	N	N	1	*	*,3779,*
contig_4918	6398	17	N	N	2	*	*,4918,*
contig_4786	6393	8	N	N	2	*	*,4786,*
contig_7113	6393	14	N	N	2	*	*,7113,*
contig_6382	6382	5	N	N	1	*	*,6382,*
contig_6227	6381	10	N	N	1	*	*,6227,*
contig_6312	6379	6	N	N	1	*	*,6312,*
contig_6452	6379	5	N	N	1	*	*,6452,*
contig_6334	6378	4	N	N	1	*	*,6334,*
contig_8063	6372	20	N	N	4	*	*,8063,*
contig_2441	6371	14	N	N	2	*	*,2441,*
contig_7894	6370	13	Y	N	1	*	7894
contig_3753	6369	7	N	N	1	*	*,3753,*
contig_6402	6369	12	N	N	1	*	*,6402,*
contig_1772	6367	5	N	N	1	*	*,1772,*
contig_7920	6367	11	N	N	2	*	*,7920,*
contig_3414	6366	4	N	N	1	*	*,3414,*
contig_5472	6366	7	N	N	1	*	*,5472,*
contig_6590	6366	4	N	N	1	*	*,6590,*
contig_2938	6364	10	N	N	2	*	*,2938,*
contig_847	6358	6	N	N	1	*	*,847,*
contig_6698	6350	3	N	N	1	*	*,6698,*
contig_4826	6348	7	N	N	1	*	*,4826,*
contig_5116	6348	7	N	N	1	*	*,5116,*
contig_4584	6345	6	N	N	1	*	*,4584,*
contig_6416	6345	16	N	N	1	*	*,6416,*
contig_1341	6340	8	N	N	2	*	*,1341,*
contig_4544	6339	7	N	N	1	*	*,4544,*
contig_5525	6337	6	N	N	1	*	*,5525,*
contig_8042	6335	27	N	N	5	*	*,8042,*
contig_7060	6334	14	N	N	2	*	*,7060,*
contig_5513	6331	14	N	N	3	*	*,5513,*
contig_6375	6331	10	N	N	2	*	*,6375,*
contig_846	6331	5	N	N	1	*	*,846,*
contig_1762	6329	4	N	N	1	*	*,1762,*
contig_2521	6329	5	N	N	1	*	*,2521,*
contig_390	6328	11	N	N	2	*	*,390,*
contig_3067	6326	4	N	N	1	*	*,3067,*
contig_3506	6325	5	N	N	1	*	*,3506,*
contig_1451	6321	11	N	N	2	*	*,1451,*
contig_4603	6317	4	N	N	1	*	*,4603,*
contig_4361	6314	8	N	N	1	*	*,4361,*
contig_7414	6314	3	N	N	1	*	*,7414,*
contig_2753	6312	5	N	N	1	*	*,2753,*
contig_5894	6312	10	N	N	1	*	*,5894,*
contig_5750	6310	8	N	N	2	*	*,5750,*
contig_4791	6303	7	N	N	1	*	*,4791,*
contig_1606	6300	4	N	N	1	*	*,1606,*
contig_6268	6299	10	N	N	1	*	*,6268,*
contig_2356	6292	7	N	N	1	*	*,2356,*
contig_2041	6286	4	N	N	1	*	*,2041,*
contig_3135	6286	5	N	N	1	*	*,3135,*
contig_5423	6285	7	N	N	1	*	*,5423,*
contig_7915	6280	11	N	N	1	*	*,7915,*
contig_2122	6279	5	N	N	1	*	*,2122,*
contig_6438	6276	13	N	N	2	*	*,6438,*
contig_4831	6274	4	N	N	1	*	*,4831,*
contig_2624	6273	26	N	N	3	*	*,2624,*
contig_7330	6272	3	N	N	1	*	*,7330,*
contig_4527	6268	22	N	N	1	*	*,4527,*
contig_7949	6268	17	N	N	3	*	*,7949,*
contig_983	6268	5	N	N	1	*	*,983,*
contig_2924	6267	6	N	N	1	*	*,2924,*
contig_3587	6267	4	N	N	1	*	*,3587,*
contig_7553	6266	6	N	N	1	*	*,7553,*
contig_3715	6264	7	N	N	2	*	*,3715,*
contig_492	6259	19	N	N	1	*	*,492,*
contig_7280	6259	10	N	N	1	*	*,7280,*
contig_641	6258	13	N	N	2	*	*,641,*
contig_3493	6255	3	N	N	1	*	*,3493,*
contig_5793	6253	6	N	N	1	*	*,5793,*
contig_4252	6249	10	N	N	2	*	*,4252,*
contig_7163	6244	4	N	N	1	*	*,7163,*
contig_4554	6243	11	N	N	2	*	*,4554,*
contig_4470	6239	10	N	N	2	*	*,4470,*
contig_7281	6237	14	N	N	1	*	*,7281,*
contig_7621	6236	6	N	N	1	*	*,7621,*
contig_5733	6234	6	N	N	1	*	*,5733,*
contig_6305	6234	8	N	N	2	*	*,6305,*
contig_7805	6233	10	N	N	1	*	*,7805,*
contig_3663	6229	6	N	N	1	*	*,3663,*
contig_7705	6226	13	N	N	2	*	*,7705,*
contig_2514	6225	4	N	N	1	*	*,2514,*
contig_3923	6222	12	N	N	3	*	*,3923,*
contig_2844	6219	6	N	N	1	*	*,2844,*
contig_7010	6218	10	N	N	1	*	*,7010,*
contig_1234	6214	5	N	N	1	*	*,1234,*
contig_4327	6210	9	N	N	2	*	*,4327,*
contig_4417	6210	6	N	N	1	*	*,4417,*
contig_848	6210	12	N	N	2	*	*,848,*
contig_7022	6209	9	N	N	2	*	*,7022,*
contig_5912	6206	10	N	N	2	*	*,5912,*
contig_7176	6205	8	N	N	1	*	*,7176,*
contig_7187	6204	6	N	N	1	*	*,7187,*
contig_6195	6196	6	N	N	1	*	*,6195,*
contig_4242	6193	7	N	N	1	*	*,4242,*
contig_6172	6193	3	N	N	1	*	*,6172,*
contig_8114	6193	12	N	N	3	*	*,8114,*
contig_5785	6191	3	N	N	1	*	*,5785,*
contig_1571	6185	5	N	N	1	*	*,1571,*
contig_5147	6185	7	N	N	1	*	*,5147,*
contig_6494	6185	9	N	N	1	*	*,6494,*
contig_7071	6183	6	N	N	1	*	*,7071,*
contig_1747	6178	17	N	N	3	*	*,1747,*
contig_4179	6177	5	N	N	1	*	*,4179,*
contig_2321	6173	3	N	N	1	*	*,2321,*
contig_3341	6173	4	N	N	1	*	*,3341,*
